30129737	Pnetluky_LN_CZ_Jirovec_u_rybnika_Aesculus_hippocastanum_093.jpg	[<[{Aesculus_hippocastanum}, {wordnet_tree_113104059}]>]
53601320	Agastache_Arizona_Sandstone_kz1.jpg	[<[{Agastache}, {wordnet_flower_111669921}]>, <wordnet_specimen_105822239>]
15238852	Attis_temple_ostia.jpg	[<[{Ancient_Roman_temples}, {Attis}]>]
3858736	Antennaria_carpathica_27062005.JPG	[<[{Antennaria}, {Perennials}, {wordnet_species_108110373}]>]
10710738	De_Wielrenners_Jos_Pirkner_Oostsingel_Woerden_part2.JPG	[<[{Arie_van_Vliet}, {Jos_Pirkner}, {wordnet_sculpture_104157320}, {wordnet_statue_104306847}]>, <wordnet_statue_104306847>]
7430723	StH_ET_24.104.JPG	[<[{Bad_Eilsener_Kleinbahn}, {Electric_multiple_units}, {Electric_multiple_units}, {Electric_multiple_units}]>, <[{wordnet_railway_104048568}, {Stern_&_Hafferl}]>]
39815238	Bahnhof_Singen_mit_Maggi_im_Hintergrund.jpg	[<[{Badische_Hauptbahn}, {Gäubahn}, {Hochrheinbahn}, {Schwarzwaldbahn_(Baden)}]>]
60804890	Wuppertal_Barmenia-Park_2017_125.jpg	[<[{Barmenia}]>]
51114124	Paraclet_Chapelle_5330.jpg	[<[{Benedictine_abbey}, {Cultural_heritage_monument}, {wordnet_monastery_103781244}]>, <Archives_départementales_de_l'Aube>]
56544654	Изворите_на_Дрим_во_2016_(35).JPG	[<[{Black_Drin}]>]
3529825	Statue_of_Pedro_IV.jpg	[<[{Bronze_statue}, {Bronze_statue}, {Corinthian_columns}, {Gabriel_Davioud}, {wordnet_column_108429052}, {wikicat_Monuments_and_memorials_in_Lisbon}, {wordnet_statue_104306847}, {Élias_Robert}]>]
60469603	Södertälje_sluss,_2017b.jpg	[<[{Canal_Lock}, {wordnet_cape_109233715}, {Södertälje_kanal}]>]
24611506	Chilocorus_cfr_renipustulatus_larva_(3697512914).jpg	[<[{Chilocorus}, {wordnet_species_108110373}, {wordnet_species_108110373}]>, <Coccinellidae>]
13532947	Triangulation_pillar_-_geograph.org.uk_-_844928.jpg	[<[{Civil_parish}]>, <wordnet_bracket_108006094>]
21695135	Cases_d'AltafullaP1060310.JPG	[<[{Cultural_heritage_monument}, {Cultural_heritage_monument}, {wordnet_house_103544360}]>, <Cultural_heritage_monument>]
