5217588	ISD_highres_STS092_STS092-717-28_3.JPG	[<October_2000>, <2000_in_spaceflight>]
29261833	FL_Roasting_Smores_(6198067049).jpg	[<2010>]
28440686	Kommendanthuset_i_Malmö_003.jpg	[<2013>, <September_2013>]
37444158	Easyjet_(G-EZIT),_Belfast_International,_December_2014_(01).JPG	[<December_2014>]
9418047	2006-05-22-111525_Iceland_Hveragerði.jpg	[<2006_in_Iceland>]
63616233	22.7.17_Jindrichuv_Hradec_and_Folk_Dance_338_(35711169000).jpg	[<August_2017>]
4062685	Sceau_de_Pinon,_XVème_siècle.gif	[<Medieval_art>]
68737596	20180426135DR_Dresden-Leipziger_Vorstadt_Leipziger_Str_23.jpg	[<April_2018>]
63107699	Motijheel_(27242447213).jpg	[<June_2016>]
43488095	Bulletin_de_l'Acadmie_impriale_des_sciences_de_St.-Ptersbourg_(20422516052).jpg	[<1871>]
69026868	Père-Lachaise_-_Division_89_-_Ufarte_02.jpg	[<May_2018>]
58827355	Zajezdnia_tramwajowa_Żoliborz_2017.jpg	[<April_2017>]
53086589	Log_Cabin_In_Northern_Alberta_(6679446875).jpg	[<1965>]
70415282	מלחמת_העולם_השנייה_-_בסיס_גיוס_בסרפנד-ZKlugerPhotos-00132gc-907170685122677.jpg	[<1939>]
63515146	Dinh_Chua_Temple,_Phuong_Cu_Khoi_in_2014_01.jpg	[<2014>]
44370456	15-07-31_Rocken_am_Brocken_Cosby_14.jpg	[<Rocken_am_Brocken>]
6183169	Starr_080610-8178_Ficus_benghalensis.jpg	[<2008>]
31469631	McDonnell_Douglas_DC-9-31,_New_York_Air_JP5950386.jpg	[<1981>, <April_1981>]
30582970	The_evening_rush_hour_at_YYC_(4845428395).jpg	[<2010>]
9360320	BowerMalleeTradingPost.JPG	[<January_2010>]
51349542	Kordin_III_Temples,_Paola.jpg	[<2016_in_Malta>]
37734035	Zehn_Männer_unter_einem_Baum_-_Kabinettfoto_von_W._Hornung,_Tübingen.JPG	[<1870>]
67985739	Baltimore_Book_Festival_2016_DSCN8120_(30160930645).jpg	[<Book_festival>]
11060645	Edificio_Alei-front.jpg	[<2008>, <January_2010>]
74271516	Cordoba_Capital_-_080_(30710177315).jpg	[<November_2015>]
51589876	Instagram_Takeover_-_Guided_tour_(27038525291).jpg	[<2016_in_the_European_Union>]
18228605	Strand_Road_-_Kolkata_2012-01-14_0837.JPG	[<January_2012>]
26064433	Patricroft_railway_station_(5).JPG	[<May_2013>]
51569969	TOUR_DE_TABLE_2016-09-13_AGRIFISH_(29650496015).jpg	[<2016_in_the_European_Union>, <2016_in_Slovakia>]
56927950	Monrovia,_Liberia_-_panoramio_(82).jpg	[<2013>]
47537239	First_Responders_Breakfast_at_Stan_and_Joes_(25591518715).jpg	[<March_2016>]
53925837	Certhia_familiaris_Rome_20130304.jpg	[<March_2013>]
54012578	One_of_two_fortresses_on_Rindö,_near_Vaxholm,_Sweden_-_panoramio.jpg	[<2010>]
21614051	Casă_Carol_nr._6.jpg	[<September_2012>]
11548184	Alaska_Airlines_8247.JPG	[<2010>]
18954516	20120403Ebertpark_Hockenheim2.jpg	[<2012>]
46081493	New_Year_celebrations_in_Manchester_2016_054.jpg	[<New_year_celebrations>]
17222797	Tule_Lake_Relocation_Center,_Newell,_California._Construction_of_this_War_Relocation_Authority_cent_._._._-_NARA_-_536199.jpg	[<April_1942>, <1942>]
52883146	Illa_de_Arousa_-_Porto_do_Xufre_-_01_-_Panoramica.jpg	[<November_2016>]
11413170	Diddelengerbaach_Uelzecht.jpg	[<September_2010>]
19089817	HK_Ap_Lei_Chau_Wind_Tower_Park_鴨脷洲風之谷公園_tree_白蘭_Michelia_Alba_April-2012.JPG	[<April_2012>]
62370419	2017-09-10_Friedhof_St._Georgen_an_der_Leys_(361).jpg	[<September_2017>]
5712065	Toppilansalmi_straits_in_Oulu_Oct2007.jpg	[<2007>]
65995993	Groep_IIndonesische_mannen_wordt_met_touwen_geboeid_en_onder_bewaking_afgevoerd_,_Bestanddeelnr_8806.jpg	[<1948_in_Indonesia>]
27679895	Snap_from_Lalbagh_Flower_Show_Aug_2013_8394.JPG	[<August>]
16895617	Base_américaine_d'hydravions_à_Brest_en_1918.jpg	[<1918>]
4850845	Mino-ota_Kiosk_Home.JPG	[<September_2008>]
19000654	The_National_Archives_UK_-_CO_1069-179-37.jpg	[<1890>]
43571614	Stora_Fjäderholmen_Gebäude.jpg	[<2015>, <August_2015>]
28887422	PJ's_Irish_Pub_Parramatta_NSW-2.jpg	[<2013>]
28197792	Wachtberg_Denkmal_18_Wegekreuz_Am_Nußbäumchen.jpg	[<2013>]
46712882	Parapente_Paraíso_desde_parapente._Sopó,_Colombia._20140823.JPG	[<2014>]
55129418	Arrieros_rio_uruguay_1880.jpg	[<1880_in_Argentina>]
29502311	Järvselja_kuningamänd_2013_09_2.jpg	[<2013>]
23052671	Sierra_de_Gredos_27-06-2010_18-58-42_3888x2592.jpg	[<June_2011>]
15461299	LaengetsholzBassersdorfI.png	[<May_2011>]
55124585	Август_2012_-_panoramio_(5).jpg	[<2012>]
61192464	POS17_@Kristsll-675_(35834654982).jpg	[<Positivus_Festival>]
11628995	12_международный_кузнечный_фестиваль_в_Донецке_037.jpg	[<wikicat_2010_festivals>, <September_2010>]
52235633	Часовникова_кула_Трявна.jpg	[<2013>]
45613811	The_dolmen_12_december_2015.jpg	[<Midwinter_Fair>]
16104624	&quot;Everybody_works_but.....&quot;_A_common_scene_in_the_tenements._Father_sits_around._&quot;Sometimes_I_make_$9,_sometimes_10_a..._-_NARA_-_523491.tif	[<1911>]
71110880	Château-des-Prés_-_Église_Saint-Georges_(juil_2018).jpg	[<June_2018>]
33621552	US-NY(1891)_p598_SYRACUSE,_UNIVERSITY_OF_SYRACUSE,_JOHN_CROUSE_MEMORIAL_COLLEGE.jpg	[<1891>]
74474036	2018-11-11_Offene_Kurzbahnmeisterschaften_Brandenburg_WK_25_50m_Brust_weiblich_by_Sandro_Halank–053.jpg	[<2002>]
28561614	4X-EKU_LLGB3.jpg	[<2013>, <September_2013>]
14153330	Capstan,_Langton_Matravers_Museum_-_geograph.org.uk_-_1411516.jpg	[<July_2009>]
26902502	Replica_Bristol_Scout_D_(N5419)_(6883353619).jpg	[<June_2011>, <2011>]
